Lot,Wafer,X,Y,temp,Site,Bin,Split,IDDS_Hard_VDD_All_VDD33,IDDS_Hard_VDDA_VDD33,IDDS_Hard_VDDP_VDD33,IDDS_Hard_VDDC_VDD33,IDDS_Hard_VDDI_VDD33,IDDS_Soft_VDD_All_VDD33,IDDS_Soft_VDDA_VDD33,IDDS_Soft_VDDP_VDD33,IDDS_Soft_VDDC_VDD33,IDDS_Soft_VDDI_VDD33,IDDD_VDD_All_VDD33,IDDD_VDDA_VDD33,IDDD_VDDP_VDD33,IDDD_VDDC_VDD33,IDDD_VDDI_VDD33,PCP_3p9,NCP_0p75,Analog_AMONITOR_BGR,Analog_AMONITOR_VRTOP,Analog_AMONITOR_REFT,Analog_AMONITOR_ASPCML,Analog_AMONITOR_REFB,Analog_AMONITOR_DAC_OUT0,Analog_AMONITOR_DAC_OUT1,Ana_Temp_Rd1,Ana_Temp_Rd2,Ana_Temp_Rd3,Ana_Temp24_Rd1,Ana_Temp24_Rd2,Ana_Temp24_Rd3,ADC_PGA_GAIN1_1_Max_Test,ADC_PGA_GAIN1_1_Min_Test,ADC_PGA_GAIN1_2_Max_Test,ADC_PGA_GAIN1_2_Min_Test,ADC_ASP_GAIN_Max_Test,ADC_ASP_GAIN_Min_Test,ADC_ADC1_Max_Test,ADC_ADC1_Min_Test,ADC_ADC2_Max_Test,ADC_ADC2_Min_Test,ADC_RNG_Max_Test,ADC_RNG_Min_Test,ADC_DACOFFSET1_Max_Test,ADC_DACOFFSET1_Min_Test,ADC_DACOFFSET2_Max_Test,ADC_DACOFFSET2_Min_Test,ADC_DACOFFSET3_Max_Test,ADC_DACOFFSET3_Min_Test,Black_Signal_G1_Test,Black_Signal_G2_Test,Black_Signal_R_Test,Black_Signal_B_Test,Black_GGRatio_Test,Black_CFPN_Test,Black_RFPN_Test,Black_Defect_High_Test,White_Sens_G1_Test,White_Sens_G2_Test,White_Sens_R_Test,White_Sens_B_Test,White_Signal_G_Test,White_Signal_G2_Test,White_Signal_R_Test,White_Signal_B_Test,White_Ratio_GG_Test,White_Ratio_RG_Test,White_Ratio_BG_Test,White_Defect_High_Test,White_Defect_Low_Test,White_AdjacentDefect_Flat,White_CFPN_Test,White_RFPN_Test,White_Blotch_Test,White_SNR_G1_Test,White_SNR_G2_Test,White_SNR_R_Test,White_SNR_B_Test,White_VAR1,White_VAR2,White_VAR3,White_VAR4,White_VAR5,White_VAR6,White_VAR7,White_VAR8,White_VAR9,White_CG1,White_CG2,White_CG3,White_CG4,White_CG5,White_CG6,White_CG7,White_CG8,White_CG9,White2_Sens_G1_Test,White2_Sens_G2_Test,White2_Sens_R_Test,White2_Sens_B_Test,White2_Signal_G_Test,White2_Signal_G2_Test,White2_Signal_R_Test,White2_Signal_B_Test,White2_Ratio_GG_Test,White2_Ratio_RG_Test,White2_Ratio_BG_Test,White2_Defect_High_Test,White2_Defect_Low_Test,White2_AdjacentDefect_Fla,White2_CFPN_Test,White2_RFPN_Test,White2_Blotch_Test,White2_SNR_G1_Test,White2_SNR_G2_Test,White2_SNR_R_Test,White2_SNR_B_Test,White3_Sens_G1_Test,White3_Sens_G2_Test,White3_Sens_R_Test,White3_Sens_B_Test,White3_Signal_G_Test,White3_Signal_G2_Test,White3_Signal_R_Test,White3_Signal_B_Test,White3_Ratio_GG_Test,White3_Ratio_RG_Test,White3_Ratio_BG_Test,White3_Defect_High_Test,White3_Defect_Low_Test,White3_AdjacentDefect_Fla,White3_CFPN_Test,White3_RFPN_Test,White3_Blotch_Test,White3_SNR_G1_Test,White3_SNR_G2_Test,White3_SNR_R_Test,White3_SNR_B_Test,Lag1_GreenMean_Test,Lag2_GreenMean_Test,Lag_Diff_G1_Test,Lag_Diff_G2_Test,Lag_Diff_Red_Test,Lag_Diff_Blue_Test,Lag3_GreenMean_Test,Lag4_GreenMean_Test,Lag4_Diff_G1_Test,Lag4_Diff_G2_Test,Lag4_Diff_Red_Test,Lag4_Diff_Blue_Test,Dark_Signal_G_Test,Dark_Signal_G2_Test,Dark_Signal_R_Test,Dark_Signal_B_Test,Dark_BP_1280Code_Test,Dark_2Adj_Flat_Test,Dark_Variation_G1_Test,Dark_Variation_G2_Test,Dark_Variation_R_Test,Dark_Variation_B_Test,Dark_Uniformity_Test,Dark_Defect_L0_200,Dark_Defect_L201_400,Dark_Defect_L401_600,Dark_Defect_L601_800,Dark_Defect_L801_1000,Dark_Defect_L1001_1200,Dark_Defect_L1201_1400,Dark_Defect_L1401_1600,Dark_Defect_L1601_2000,Dark_Defect_L2001_2400,Dark_Defect_L2401_2800,Dark_Defect_L2801_3200,Dark_Defect_L3201_3600,Dark_Defect_L3601_4000,Dark_Defect_L4001_4095,Dark2_Signal_G_Test,Dark2_Signal_G2_Test,Dark2_Signal_R_Test,Dark2_Signal_B_Test,Dark2_BP_1280Code_Test,Dark2_2Adj_Flat_Test,Dark2_Variation_G1_Test,Dark2_Variation_G2_Test,Dark2_Variation_R_Test,Dark2_Variation_B_Test,Dark2_Uniformity_Test,Dark3_Signal_G_Test,Dark3_Signal_G2_Test,Dark3_Signal_R_Test,Dark3_Signal_B_Test,Dark3_BP_1280Code_Test,Dark3_2Adj_Flat_Test,Dark3_Variation_G1_Test,Dark3_Variation_G2_Test,Dark3_Variation_R_Test,Dark3_Variation_B_Test,Dark3_Uniformity_Test,Dark4_Signal_G_Test,Dark4_Signal_G2_Test,Dark4_Signal_R_Test,Dark4_Signal_B_Test,Dark4_BP_1280Code_Test,Dark4_2Adj_Flat_Test,Dark4_Variation_G1_Test,Dark4_Variation_G2_Test,Dark4_Variation_R_Test,Dark4_Variation_B_Test,Dark4_Uniformity_Test,Sat_Signal_G_Test,Sat_Signal_G2_Test,Sat_Signal_R_Test,Sat_Signal_B_Test,Sat_Std_Test,Sat_Uniformity_Test,Sat_CFPN_Test,Sat_RFPN_Test,Sat2_Signal_G_Test,Sat2_Signal_G2_Test,Sat2_Signal_R_Test,Sat2_Signal_B_Test,Sat2_Std_Test,Sat2_Uniformity_Test,Sat2_CFPN_Test,Sat2_RFPN_Test
17B636,#20,110,104,60.00,4,1,1,7.6328e-06,1.5098e-06,2.0234e-06,3.8359e-06,2.636719e-07,0.0011412,1.4648e-06,2.0898e-06,0.001127,1.06836e-05,0.0259785,0.0150078,0.0037441,0.0024668,0.0047598,3.0328,-0.8834666,1.18,2.3743,2.0841,1.6134,1.1415,1.3904,1.2091,16986.0,16988.0,16989.0,17135.0,17131.0,17130.0,149.0,63.5,138.75,72.25,1389.8,-2.0,18.0,0.0,24.25,0.0,1171.7,-5.25,5.25,-2.75,16.25,1.75,69.75,61.5,289.0,289.0,289.0,289.0,1.0,-2.004,-2.5252,239904.0,8.8742,8.8742,8.8742,8.8792,1772.0,1773.0,1772.0,1773.0,1.0006,0.9997179,1.0003,0.0,0.0,0.0,-13.6746,-4.916,0.0,38.031,37.9169,37.9304,37.806,445.84,450.1277,456.3363,465.3279,454.3279,444.6985,455.0021,441.2237,433.6162,45.6848,46.1358,47.331,47.4398,46.379,45.9129,46.7089,45.56,45.0738,8.8442,8.8442,8.8442,8.8442,883.0,883.0,883.0,883.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.1151,-3.2731,0.0,34.7649,34.8498,34.521,34.9492,8.7607,8.7607,8.7607,8.7607,2624.0,2624.0,2624.0,2624.0,1.0,1.0,1.0,0.0,0.0,0.0,-19.8929,6.2731,0.0,39.491,39.3392,39.4115,39.5821,283.0,282.0,1.0,0.0,0.0,0.0,283.0,281.0,2.0,1.0,2.0,2.0,124.0,125.0,124.0,125.0,135.0,0.0,71.0469,79.3443,72.4477,74.7668,10.0,236732.0,2865.0,130.0,19.0,7.0,9.0,15.0,7.0,12.0,10.0,24.0,22.0,26.0,13.0,13.0,379.0,380.0,379.0,380.0,120.0,0.0,42.0457,46.8868,45.7472,44.3534,9.0,435.0,435.0,435.0,435.0,153.0,0.0,70.1335,78.441,71.7547,73.2223,10.0,486.0,486.0,486.0,487.0,171.0,2.0,83.3833,91.8847,84.1058,85.7717,9.0,3236.0,3237.0,3235.0,3235.0,44.6718,108.0,-9.7183,-19.8866,3228.0,3229.0,3227.0,3227.0,44.192,105.0,-9.9802,-19.563
17B636,#20,92,105,60.20,2,1,1,8.5176e-06,1.7656e-06,1.959e-06,4.5547e-06,2.382813e-07,0.0011548,1.6016e-06,2.2461e-06,0.0011406,1.03516e-05,0.0267148,0.0157188,0.0036406,0.0025117,0.0048438,3.0328,-0.8709565,1.214,2.3852,2.1371,1.6532,1.1676,1.4087,1.2389,17258.0,17236.0,17237.0,17379.0,17377.0,17378.0,146.75,59.0,129.0,101.5,1324.5,-5.75,17.25,0.0,21.75,0.0,1094.5,-4.5,5.0,-5.75,14.25,3.25,69.25,60.0,226.0,226.0,226.0,226.0,1.0,15.2579,16.9538,239903.0,8.4085,8.4085,8.4085,8.4135,1679.0,1679.0,1679.0,1680.0,1.0,1.0,1.0006,1.0,0.0,0.0,-12.5357,11.2983,0.0,37.7271,37.6867,37.5155,37.7035,410.4865,409.4181,400.0742,419.4469,409.8406,419.7039,405.9743,402.5916,410.9696,44.4154,44.3264,43.2064,45.3976,44.1169,45.2241,44.3454,43.6458,44.6075,8.3934,8.3934,8.3934,8.3934,838.0,838.0,838.0,838.0,1.0,1.0,1.0,1.0,0.0,0.0,11.8413,13.7479,0.0,34.9264,34.8384,34.7206,34.9085,8.2966,8.2966,8.3033,8.2999,2485.0,2486.0,2487.0,2486.0,1.0004,1.0006,1.0002,1.0,0.0,0.0,-18.0833,8.8866,0.0,39.3159,39.4469,39.5921,39.4044,260.0,260.0,0.0,0.0,0.0,0.0,260.0,259.0,1.0,0.0,1.0,1.0,125.0,126.0,125.0,125.0,132.0,0.0,72.3964,78.5969,74.9027,62.9602,15.0,236436.0,3167.0,119.0,26.0,18.0,3.0,7.0,8.0,8.0,22.0,24.0,18.0,26.0,11.0,11.0,253.0,253.0,253.0,253.0,114.0,0.0,43.8329,45.9758,46.0341,37.3281,13.0,308.0,308.0,307.0,308.0,136.0,0.0,71.705,78.0625,74.4393,62.5954,14.0,359.0,359.0,359.0,359.0,155.0,0.0,87.4886,92.1984,90.3825,76.4569,14.0,3104.0,3104.0,3103.0,3103.0,42.0839,80.0,9.9881,17.8235,3097.0,3097.0,3096.0,3096.0,41.6846,78.0,9.9563,17.9244
17B636,#20,93,105,60.20,3,1,1,8.5332e-06,1.5e-06,2.0781e-06,4.6992e-06,2.558594e-07,0.0011411,1.6406e-06,2.0508e-06,0.001127,1.04297e-05,0.0265117,0.0154375,0.0037461,0.0024805,0.0048477,3.0334,-0.806967,1.1646,2.3724,2.0592,1.5935,1.1289,1.3485,1.22,17234.0,17218.0,17233.0,17380.0,17384.0,17377.0,145.75,58.25,133.25,104.0,1365.2,-3.25,17.5,0.0,24.5,0.0,1113.3,-6.0,8.25,-4.5,16.5,0.25,67.75,58.0,219.0,220.0,219.0,220.0,1.0046,-2.7817,-2.9244,239904.0,8.739,8.739,8.734,8.734,1745.0,1744.0,1744.0,1744.0,0.9994269,0.9997134,0.9997134,0.0,0.0,0.0,-14.6865,-4.9538,0.0,37.5868,37.81,37.9041,37.7889,448.0598,447.974,451.0371,440.0311,444.3903,451.9632,437.7329,455.3793,451.5661,46.1911,46.1531,46.4753,45.5917,46.0845,46.7238,45.6148,47.2465,46.7894,8.734,8.734,8.734,8.744,872.0,873.0,872.0,873.0,1.0011,0.9994269,1.0006,0.0,0.0,0.0,-8.0516,-3.4412,0.0,34.8432,34.9743,34.7581,34.8584,8.5804,8.5804,8.5771,8.5804,2570.0,2570.0,2569.0,2570.0,1.0,0.9996109,1.0,0.0,0.0,0.0,-17.2857,6.2941,0.0,38.9118,39.2663,39.1289,39.3981,281.0,279.0,2.0,1.0,1.0,2.0,281.0,280.0,1.0,0.0,0.0,0.0,126.0,127.0,126.0,126.0,154.0,2.0,78.3257,68.93,74.8306,71.5794,18.0,236072.0,3498.0,124.0,33.0,8.0,8.0,14.0,5.0,23.0,26.0,30.0,24.0,22.0,10.0,7.0,255.0,256.0,255.0,255.0,129.0,2.0,46.1409,41.7647,45.1705,43.1605,16.0,311.0,312.0,311.0,312.0,166.0,2.0,78.2371,68.4584,74.884,71.1625,18.0,363.0,364.0,363.0,363.0,182.0,2.0,94.2899,84.4735,90.1165,89.095,18.0,3144.0,3143.0,3142.0,3142.0,42.8963,97.0,-10.996,-29.7941,3137.0,3136.0,3135.0,3135.0,42.5045,95.0,-10.881,-29.6513
17B636,#20,94,105,60.20,4,1,1,8.3105e-06,1.5742e-06,2.0508e-06,4.5078e-06,1.777344e-07,0.0011413,1.543e-06,2.1484e-06,0.001127,1.06641e-05,0.0252852,0.0144688,0.0035781,0.0025,0.0047383,3.0309,-0.8685795,1.1305,2.3542,1.998,1.542,1.0869,1.3183,1.1786,16879.0,16884.0,16871.0,17040.0,17034.0,17033.0,148.5,63.0,146.5,61.75,1405.5,-3.5,18.25,0.0,21.75,0.0,1192.7,-3.75,6.25,-3.5,15.75,1.5,70.0,61.25,260.0,260.0,259.0,260.0,1.0,-2.5952,-2.9286,239904.0,9.0194,9.0194,9.0144,9.0244,1801.0,1801.0,1800.0,1802.0,1.0,0.9994448,1.0006,0.0,0.0,0.0,-14.1746,-5.8739,0.0,37.9326,37.6411,37.6694,37.8812,482.2999,491.2007,471.147,476.6944,481.9711,480.0487,471.2368,467.4474,483.1249,48.2284,49.2578,47.4858,47.9104,48.4485,48.4079,47.3558,47.149,48.7033,8.9944,8.9944,9.0044,9.0044,898.0,899.0,899.0,899.0,1.0011,1.0006,1.0006,0.0,0.0,0.0,-8.369,-3.4958,0.0,34.7921,34.8286,34.8138,34.9047,8.8508,8.8508,8.8542,8.8542,2651.0,2651.0,2652.0,2652.0,1.0,1.0004,1.0004,0.0,0.0,0.0,-20.8929,-7.0042,0.0,39.5593,39.1124,39.358,39.3913,290.0,289.0,0.0,0.0,1.0,0.0,289.0,289.0,0.0,0.0,0.0,0.0,121.0,122.0,122.0,122.0,124.0,0.0,62.8371,64.1008,62.4991,91.0073,13.0,236341.0,3248.0,125.0,27.0,22.0,12.0,9.0,7.0,17.0,20.0,20.0,18.0,10.0,15.0,13.0,325.0,325.0,325.0,325.0,106.0,0.0,37.8091,38.6501,37.5085,57.3758,12.0,383.0,384.0,383.0,384.0,137.0,0.0,62.3705,63.6837,61.396,88.7354,14.0,436.0,437.0,436.0,437.0,168.0,0.0,77.4127,76.258,76.668,100.7376,16.0,3249.0,3249.0,3247.0,3248.0,44.1784,88.0,11.75,-19.0336,3242.0,3243.0,3241.0,3241.0,43.7773,87.0,12.1071,-17.2941
17B636,#20,95,105,60.20,5,1,1,8.4668e-06,2.1289e-06,2.2227e-06,3.8672e-06,2.480469e-07,0.0011648,1.9531e-06,1.8945e-06,0.0011504,1.05664e-05,0.0271367,0.0159141,0.0037949,0.0025547,0.004873,3.0268,-0.8806519,1.2474,2.396,2.1874,1.6967,1.2047,1.4529,1.1978,17026.0,17018.0,17011.0,17171.0,17168.0,17165.0,135.25,58.0,132.5,91.25,1307.0,-7.25,16.5,0.0,20.75,0.0,1084.0,-4.0,4.75,-4.5,13.0,4.75,70.25,60.5,248.0,248.0,248.0,248.0,1.0,-2.1905,2.8235,239904.0,8.2883,8.2883,8.2933,8.2883,1655.0,1656.0,1656.0,1655.0,1.0006,1.0003,0.999698,0.0,1.0,0.0,-11.75,-5.8866,0.0,37.6175,37.7223,38.1379,32.3531,415.8075,401.6613,413.7804,412.5693,403.4688,414.4822,392.6212,404.5236,382.5169,45.358,43.9008,45.2032,45.0334,44.0944,45.3486,43.0279,44.5007,42.0643,8.2933,8.2933,8.2933,8.2933,828.0,828.0,828.0,828.0,1.0,1.0,1.0,0.0,1.0,0.0,-7.9365,3.2689,0.0,34.8923,34.8177,34.9187,31.2561,8.1497,8.1497,8.143,8.1464,2441.0,2440.0,2439.0,2440.0,0.9995903,0.9993854,0.9997951,0.0,1.0,0.0,-17.881,-9.2227,0.0,39.3742,39.291,39.1668,32.715,257.0,255.0,1.0,2.0,1.0,2.0,257.0,255.0,2.0,1.0,1.0,1.0,127.0,128.0,127.0,127.0,132.0,0.0,68.3734,75.5201,63.0068,63.7129,11.0,236379.0,3256.0,79.0,22.0,21.0,11.0,9.0,9.0,21.0,15.0,30.0,25.0,13.0,7.0,7.0,302.0,303.0,302.0,302.0,111.0,0.0,41.3087,45.051,40.2805,38.9392,8.0,356.0,357.0,356.0,356.0,143.0,0.0,68.3525,74.9801,62.8688,63.7338,10.0,405.0,406.0,405.0,405.0,164.0,0.0,85.1433,88.5855,77.038,79.5853,13.0,2983.0,2983.0,2982.0,2982.0,53.7971,134.0,-11.2659,-15.3109,2976.0,2976.0,2975.0,2975.0,53.0216,133.0,-10.9087,-15.916
17B636,#20,96,105,60.20,6,1,1,7.8359e-06,1.4004e-06,1.8379e-06,4.3203e-06,2.773438e-07,0.0011599,1.1719e-06,1.9531e-06,0.0011465,1.03125e-05,0.0270039,0.0159141,0.0037813,0.0025137,0.0047949,3.0312,-0.8095942,1.2327,2.3954,2.1752,1.6831,1.1878,1.446,1.1673,16028.0,16030.0,16020.0,16176.0,16171.0,16183.0,129.75,59.5,133.0,101.75,1319.0,-8.0,17.75,0.0,21.0,0.0,1132.2,-9.5,5.0,-3.25,13.25,2.0,69.0,61.75,267.0,268.0,267.0,268.0,1.0037,-2.2937,2.937,239904.0,8.2282,8.2282,8.2282,8.2332,1643.0,1644.0,1643.0,1644.0,1.0006,0.9996958,1.0003,0.0,0.0,0.0,-13.5754,4.2269,0.0,37.8083,37.9871,37.8468,37.7138,404.4873,407.5287,392.508,405.5279,405.6645,413.2555,397.2969,400.9913,405.6983,44.455,44.8689,43.2558,44.6669,44.6441,45.5924,43.9669,44.3078,44.9409,8.2432,8.2432,8.2432,8.2432,823.0,823.0,823.0,823.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.2738,3.4706,0.0,34.4099,34.5664,34.7476,34.7219,8.0596,8.0596,8.0629,8.0596,2414.0,2415.0,2415.0,2414.0,1.0004,1.0002,0.9997929,0.0,0.0,0.0,-17.2063,5.9076,0.0,38.9701,39.2556,39.138,39.0849,250.0,249.0,1.0,0.0,1.0,0.0,249.0,248.0,1.0,0.0,0.0,1.0,121.0,122.0,121.0,121.0,120.0,0.0,64.5221,48.0112,70.4263,78.8027,14.0,237225.0,2443.0,62.0,22.0,13.0,13.0,10.0,10.0,8.0,19.0,23.0,32.0,14.0,4.0,6.0,332.0,333.0,332.0,333.0,106.0,0.0,40.8301,30.2141,44.7292,47.0818,14.0,385.0,386.0,385.0,385.0,139.0,0.0,64.5841,48.0279,69.5306,78.3928,14.0,432.0,433.0,432.0,432.0,155.0,0.0,79.3296,60.9427,83.6822,95.2172,13.0,2909.0,2909.0,2908.0,2909.0,47.3181,114.0,-10.9365,-10.7647,2904.0,2905.0,2903.0,2904.0,46.7705,111.0,11.2817,-11.8445
17B636,#20,97,105,60.20,7,1,1,7.916e-06,1.2266e-06,2.1406e-06,4.4434e-06,1.054688e-07,0.0011676,1.1914e-06,1.8359e-06,0.0011543,1.03125e-05,0.0264258,0.0152969,0.0038379,0.0025508,0.0047402,3.0303,-0.8460613,1.2204,2.3901,2.1514,1.666,1.1791,1.4198,1.2259,17087.0,17096.0,17086.0,17247.0,17239.0,17249.0,130.5,59.25,136.0,102.5,1309.2,-2.5,17.75,0.0,22.25,0.0,1077.7,-3.25,4.5,-2.75,13.5,2.25,67.5,58.75,246.0,246.0,246.0,246.0,1.0,2.2579,-2.8824,239904.0,8.1581,8.1581,8.153,8.153,1629.0,1629.0,1628.0,1628.0,1.0,0.9993861,0.9993861,0.0,0.0,0.0,-12.1429,-4.7773,0.0,37.7907,37.7434,37.6404,37.9438,390.9757,400.8266,411.0642,398.7182,401.236,396.9641,403.9159,398.8921,392.9683,43.1497,44.3025,45.6281,44.1836,44.5703,44.2606,44.8966,44.5278,44.0204,8.1631,8.1631,8.1631,8.1731,815.0,816.0,815.0,816.0,1.0012,0.9993869,1.0006,0.0,0.0,0.0,-6.3968,-2.8739,0.0,34.8009,34.8687,34.637,34.8496,8.0095,8.0095,8.0095,8.0061,2399.0,2399.0,2399.0,2398.0,1.0,1.0,0.9995831,0.0,0.0,0.0,-15.9286,6.3067,0.0,39.0103,39.2283,39.1934,39.3542,252.0,252.0,0.0,1.0,2.0,2.0,251.0,251.0,0.0,0.0,1.0,0.0,131.0,132.0,131.0,132.0,151.0,0.0,68.3508,73.6661,78.9739,71.1096,20.0,235741.0,3882.0,82.0,18.0,13.0,16.0,6.0,11.0,19.0,19.0,33.0,30.0,13.0,9.0,12.0,299.0,300.0,299.0,300.0,126.0,0.0,41.7186,45.2325,46.7557,46.3782,19.0,352.0,353.0,352.0,353.0,161.0,0.0,67.6649,72.9772,78.4604,70.5745,20.0,400.0,400.0,400.0,400.0,182.0,0.0,81.3821,89.5075,94.9418,85.7142,24.0,2940.0,2940.0,2939.0,2939.0,57.8709,167.0,11.0833,-14.0798,2933.0,2933.0,2932.0,2932.0,56.9644,163.0,11.6468,-13.9832
17B636,#20,98,105,60.10,0,1,1,7.3262e-06,1.5254e-06,2.0352e-06,3.7266e-06,3.90625e-08,0.0011584,1.4258e-06,2.1094e-06,0.0011445,1.03125e-05,0.0263848,0.0152656,0.003875,0.0025586,0.0046855,3.0265,-0.8466868,1.2109,2.3827,2.1147,1.6433,1.1718,1.41,1.2562,17374.0,17372.0,17369.0,17524.0,17520.0,17518.0,135.0,64.25,150.5,85.75,1388.5,-5.5,19.25,0.0,21.5,0.0,1163.5,-12.0,5.5,-5.25,13.5,1.0,68.5,60.0,257.0,258.0,257.0,258.0,1.0039,2.3452,-2.3277,239904.0,8.5437,8.5437,8.5387,8.5387,1706.0,1706.0,1705.0,1705.0,1.0,0.9994138,0.9994138,0.0,0.0,0.0,-13.8214,-4.9244,0.0,37.6449,37.7658,37.9069,37.8907,444.1892,460.3173,442.3205,443.4746,439.5478,432.1445,437.1822,438.4993,440.4323,47.0216,48.6377,46.3881,47.0967,46.6034,45.5347,46.5118,46.5947,46.5418,8.5337,8.5337,8.5437,8.5437,852.0,853.0,853.0,853.0,1.0012,1.0006,1.0006,0.0,0.0,0.0,-7.9127,-3.6597,0.0,34.8207,34.6742,34.7648,35.0744,8.3868,8.3868,8.3901,8.3901,2512.0,2513.0,2513.0,2513.0,1.0004,1.0002,1.0002,0.0,0.0,0.0,-17.3849,-6.4664,0.0,38.9632,39.088,39.1298,39.0945,268.0,267.0,0.0,0.0,0.0,0.0,267.0,266.0,1.0,1.0,1.0,1.0,127.0,127.0,127.0,127.0,147.0,0.0,72.8489,76.0457,70.0426,62.2265,11.0,236302.0,3308.0,102.0,24.0,10.0,8.0,9.0,12.0,19.0,24.0,27.0,27.0,20.0,6.0,6.0,320.0,321.0,320.0,321.0,126.0,0.0,43.5474,48.4708,41.9106,37.489,11.0,374.0,375.0,374.0,375.0,156.0,0.0,73.1732,75.0959,70.1872,61.6864,10.0,424.0,425.0,424.0,424.0,170.0,0.0,88.6068,89.7599,86.5455,76.9489,12.0,3100.0,3100.0,3099.0,3098.0,44.6227,80.0,-12.3611,-11.7185,3091.0,3091.0,3090.0,3090.0,44.0722,78.0,-11.6349,-11.4916
17B636,#20,99,105,60.10,1,1,1,6.8652e-06,1.3008e-06,1.998e-06,3.4688e-06,9.76563e-08,0.0011722,1.5234e-06,2.0898e-06,0.0011582,1.04297e-05,0.0265781,0.0155391,0.003832,0.0025664,0.0046406,3.0275,-0.8579459,1.2076,2.3818,2.1362,1.6525,1.1681,1.4125,1.2259,18137.0,18136.0,18139.0,18291.0,18294.0,18291.0,132.5,62.0,136.5,105.5,1342.2,-4.5,18.75,0.0,21.5,0.0,1126.3,-4.5,7.5,-3.75,12.75,3.5,67.5,61.75,257.0,258.0,257.0,258.0,1.0039,-2.1468,-2.7395,239904.0,8.4085,8.4085,8.4034,8.4085,1679.0,1679.0,1678.0,1679.0,1.0,0.9994044,1.0,0.0,0.0,0.0,-14.6349,4.6513,0.0,37.673,37.7683,37.821,37.6936,436.2354,425.5044,425.1565,415.496,426.5958,427.444,410.6277,415.4337,424.7447,46.9088,45.6734,45.5462,44.9554,45.9899,45.9327,44.6023,45.0222,45.8334,8.4235,8.4235,8.4135,8.4235,841.0,841.0,840.0,841.0,1.0,0.9988109,1.0,0.0,0.0,0.0,-8.7302,2.6639,0.0,34.7465,34.7441,34.7826,34.6656,8.2399,8.2399,8.2399,8.2332,2468.0,2468.0,2468.0,2466.0,1.0,1.0,0.9991896,0.0,0.0,0.0,-16.4484,-7.1975,0.0,39.0717,39.0707,39.1011,39.0262,262.0,261.0,1.0,1.0,0.0,1.0,263.0,260.0,3.0,3.0,2.0,2.0,127.0,128.0,127.0,128.0,148.0,4.0,77.7093,79.8923,72.0885,65.0022,7.0,236439.0,3172.0,83.0,28.0,21.0,7.0,14.0,7.0,13.0,15.0,31.0,39.0,20.0,5.0,10.0,313.0,314.0,313.0,314.0,133.0,2.0,46.3131,48.1875,43.4562,40.8049,6.0,366.0,367.0,366.0,367.0,159.0,4.0,77.346,79.2086,72.1065,64.3851,6.0,414.0,415.0,414.0,415.0,182.0,4.0,92.6163,95.4245,88.8793,78.4593,8.0,2999.0,2999.0,2998.0,2998.0,50.2806,112.0,11.6825,-12.2227,2994.0,2994.0,2993.0,2993.0,49.5237,110.0,10.9048,-12.5756
17B636,#20,100,105,60.10,2,1,1,7.5723e-06,1.6094e-06,1.8691e-06,3.9824e-06,1.113281e-07,0.0011724,1.582e-06,2.2266e-06,0.0011582,1.04297e-05,0.0266172,0.0155,0.0037734,0.0025254,0.0048184,3.0278,-0.8876575,1.1735,2.3727,2.0632,1.5989,1.1344,1.3525,1.2026,16917.0,16910.0,16912.0,17059.0,17063.0,17067.0,139.0,62.75,141.5,88.0,1401.0,-1.25,18.25,0.0,21.75,0.0,1170.3,-10.25,5.25,-2.25,14.25,3.25,70.0,59.75,220.0,220.0,219.0,220.0,1.0,-3.0833,2.9076,239904.0,8.8642,8.8642,8.8642,8.8642,1770.0,1770.0,1770.0,1770.0,1.0,1.0,1.0,0.0,0.0,0.0,-15.7619,5.1639,127.0,37.5803,37.6009,37.8139,37.6949,472.5984,469.6028,469.1181,464.0655,466.1305,465.9946,465.369,451.9739,464.3983,48.0372,47.7949,47.4411,47.3838,47.6549,47.4362,47.9223,46.4598,47.6932,8.8642,8.8642,8.8642,8.8642,885.0,886.0,885.0,885.0,1.0011,0.9994354,0.9994354,0.0,0.0,0.0,-7.8849,-4.584,149.0,34.9183,34.9032,34.679,34.643,8.7139,8.7139,8.7106,8.7106,2610.0,2609.0,2609.0,2609.0,0.9996169,0.9998084,0.9998084,0.0,0.0,0.0,-18.7778,5.9412,89.0,39.5372,39.1216,39.182,39.2497,284.0,283.0,0.0,1.0,1.0,0.0,283.0,283.0,0.0,-1.0,0.0,0.0,129.0,129.0,129.0,129.0,147.0,4.0,67.1619,81.6751,81.1544,66.9707,14.0,235543.0,4027.0,132.0,22.0,18.0,10.0,10.0,6.0,21.0,13.0,27.0,32.0,25.0,9.0,9.0,260.0,260.0,259.0,260.0,123.0,4.0,41.4236,50.4457,50.4312,40.0189,12.0,315.0,316.0,315.0,315.0,157.0,6.0,67.0204,81.5756,80.6182,66.4581,14.0,367.0,367.0,367.0,367.0,175.0,8.0,81.9866,97.9975,96.644,82.4032,15.0,3185.0,3185.0,3184.0,3183.0,54.6679,136.0,11.873,-16.6807,3179.0,3179.0,3178.0,3177.0,53.9615,133.0,11.9087,-16.0252
